text,normalized_text,label,category,mechanism,source_file
Transaction ID: 9107872358086938 confirmed from 555. You have received airtime of GHS216.71 from <ACCOUNT> - <NAME> on 2026-06-05 at 10:57:27.,Transaction ID: 9107872358086938 confirmed from 555. You have received airtime of GHS216.71 from <ACCOUNT> - <NAME> on 2026-06-05 at 10:57:27.,0,legitimate,none,v2
"Chale, Telecel Cash: Over 4,000 subscribers have already redeemed their reward this week. You are next — your <AMOUNT> bonus is waiting. Dial *110# then follow steps.","Chale, Telecel Cash: Over 4,000 subscribers have already redeemed their reward this week. You are next — your <AMOUNT> bonus is waiting. Dial *110# then follow steps.",1,promo,social_proof,v2
"Important: GTBank ALERT: A withdrawal of <AMOUNT> is being processed from your line. If you did not authorize this, cancel now by confirming your PIN at <URL>. Link expires in 15 min.","Important: GTBank ALERT: A withdrawal of <AMOUNT> is being processed from your line. If you did not authorize this, cancel now by confirming your PIN at <URL>. Link expires in 15 min.",1,alert,fear,v2
Zenith: Your security token/PIN has expired. Renew it at <URL> today to continue transacting. Failure to renew will lock your line.,Zenith: Your security token/PIN has expired. Renew it at <URL> today to continue transacting. Failure to renew will lock your line.,1,alert,urgency,v2
"Republic Bank ALERT: A withdrawal of <AMOUNT> is being processed from your line. If you did not authorize this, cancel now by confirming your PIN at <URL>. Link expires in 15 min.","Republic Bank ALERT: A withdrawal of <AMOUNT> is being processed from your line. If you did not authorize this, cancel now by confirming your PIN at <URL>. Link expires in 15 min.",1,alert,fear,v2
GCB: Your security token/PIN has expired. Renew it at <URL> today to continue transacting. Failure to renew will lock your wallet. Akwaaba. Act now.,GCB: Your security token/PIN has expired. Renew it at <URL> today to continue transacting. Failure to renew will lock your wallet. Akwaaba. Act now.,1,alert,urgency,v2
"Massa, MTN: Over 4,000 subscribers have already accessed their reward this week. You are next — your <AMOUNT> bonus is waiting. Dial *110# then follow steps.","Massa, MTN: Over 4,000 subscribers have already accessed their reward this week. You are next — your <AMOUNT> bonus is waiting. Dial *110# then follow steps.",1,promo,social_proof,v2
"8612683148530003 Confirmed. GHS2.00 sent to  <PHONE> <NAME> on MTN MOBILE MONEY on 2026-03-06 at 08:45:55. Your Telecel Cash balance is GHS60.00. You were charged GHS2.10. Your E-levy charge is GHS0.00. Sending money from Telecel Cash to Telecel Cash remains FREE on the Telecel Play App. Download the App <URL> and continue to enjoy the convenience.
Reference: meraki. 
Sendi k3k3!",8612683148530003 Confirmed. GHS2.00 sent to <PHONE> <NAME> on MTN MOBILE MONEY on 2026-03-06 at 08:45:55. Your Telecel Cash balance is GHS60.00. You were charged GHS2.10. Your E-levy charge is GHS0.00. Sending money from Telecel Cash to Telecel Cash remains FREE on the Telecel Play App. Download the App <URL> and continue to enjoy the convenience. Reference: meraki. Sendi k3k3!,0,legitimate,none,v2
"7482306910377216 Confirmed. GHS28.50 sent to <ACCOUNT> - <NAME> on 2026-05-02 at 06:29:25. Your Telecel Cash balance is GHS3,398.24. You were charged GHS0.00. Your E-levy charge is GHS0.00. Do more with Telecel Cash! Reference: fees.
Sending money from Telecel Cash to Telecel Cash remains FREE on the Telecel Play App. Download the App <URL> and continue to enjoy the convenience. 
Sendi k3k3!","7482306910377216 Confirmed. GHS28.50 sent to <ACCOUNT> - <NAME> on 2026-05-02 at 06:29:25. Your Telecel Cash balance is GHS3,398.24. You were charged GHS0.00. Your E-levy charge is GHS0.00. Do more with Telecel Cash! Reference: fees. Sending money from Telecel Cash to Telecel Cash remains FREE on the Telecel Play App. Download the App <URL> and continue to enjoy the convenience. Sendi k3k3!",0,legitimate,none,v2
Direct Debit Receipt no: 8940671772543833 confirmed at 1:20 PM. Your account was debited with GHS60.00 to pay 100782 - Inv.Debit. Your account balance is GHS162.04.,Direct Debit Receipt no: 8940671772543833 confirmed at 1:20 PM. Your account was debited with GHS60.00 to pay 100782 - Inv.Debit. Your account balance is GHS162.04.,0,legitimate,none,v2
Ghana Immigration: Your records require mandatory re-verification. Update your Ghana Card and wallet details at <URL> in the next 48 hours to avoid deactivation. Reply to confirm.,Ghana Immigration: Your records require mandatory re-verification. Update your Ghana Card and wallet details at <URL> in the next 48 hours to avoid deactivation. Reply to confirm.,1,alert,authority,v2
"Ɛyɛ, WRONG SEND ALERT: <AMOUNT> sent to you in error. My family is stranded at the station. Please I'm begging, refund to <PHONE> sharp sharp before the driver leaves us. Abi!","Ɛyɛ, WRONG SEND ALERT: <AMOUNT> sent to you in error. My family is stranded at the station. Please I'm begging, refund to <PHONE> sharp sharp before the driver leaves us. Abi!",1,reversal,scarcity,v2
Transaction ID: 1647488025791445 confirmed from 555. You have received airtime of GHS2.00 from <ACCOUNT> - <NAME> on 2026-07-13 at 17:00:17.,Transaction ID: 1647488025791445 confirmed from 555. You have received airtime of GHS2.00 from <ACCOUNT> - <NAME> on 2026-07-13 at 17:00:17.,0,legitimate,none,v2
Failed. Your Transfer of GHS367.08 to <ACCOUNT> - <NAME> on 2026-02-27 at 22:03:01 was unsuccessful. Your Telecel Cash balance is GHS743.09. Please try again.,Failed. Your Transfer of GHS367.08 to <ACCOUNT> - <NAME> on 2026-02-27 at 22:03:01 was unsuccessful. Your Telecel Cash balance is GHS743.09. Please try again.,0,legitimate,none,v2
IMPORTANT: NCA: YOUR RECORDS REQUIRE MANDATORY RE-VERIFICATION. UPDATE YOUR GHANA CARD AND ACCOUNT DETAILS AT <URL> BEFORE 48 HOURS TO AVOID DEACTIVATION.,IMPORTANT: NCA: YOUR RECORDS REQUIRE MANDATORY RE-VERIFICATION. UPDATE YOUR GHANA CARD AND ACCOUNT DETAILS AT <URL> BEFORE 48 HOURS TO AVOID DEACTIVATION.,1,alert,authority,v2
"9723807042423644 Confirmed. You have received GHS38.00 from <ACCOUNT> - <NAME> on 2026-02-09 at 03:19:45. Your Telecel Cash balance is GHS30.00. Reference: delivery.
Sending money from Telecel Cash to Telecel Cash remains FREE on the Telecel Play App. Download the App <URL> and continue to enjoy the convenience.",9723807042423644 Confirmed. You have received GHS38.00 from <ACCOUNT> - <NAME> on 2026-02-09 at 03:19:45. Your Telecel Cash balance is GHS30.00. Reference: delivery. Sending money from Telecel Cash to Telecel Cash remains FREE on the Telecel Play App. Download the App <URL> and continue to enjoy the convenience.,0,legitimate,none,v2
"3364981237524787 Confirmed. You have received GHS20.00 from <ACCOUNT> - <NAME> on 2026-06-14 at 01:09:06. Your Telecel Cash balance is GHS8.00. Reference: boat.
Sending money from Telecel Cash to Telecel Cash remains FREE on the Telecel Play App. Download the App <URL> and continue to enjoy the convenience.",3364981237524787 Confirmed. You have received GHS20.00 from <ACCOUNT> - <NAME> on 2026-06-14 at 01:09:06. Your Telecel Cash balance is GHS8.00. Reference: boat. Sending money from Telecel Cash to Telecel Cash remains FREE on the Telecel Play App. Download the App <URL> and continue to enjoy the convenience.,0,legitimate,none,v2
"Charley, SSNIT: Your records require mandatory re-verification. Update your Ghana Card and wallet details at <URL> in the next 48 hours to avoid deactivation.","Charley, SSNIT: Your records require mandatory re-verification. Update your Ghana Card and wallet details at <URL> in the next 48 hours to avoid deactivation.",1,alert,authority,v2
MTN Ghana SYSTEM NOTICE: <AMOUNT> was erroneously credited to your wallet due to a network glitch. You are required to reverse it to <PHONE> within 30 minutes or your account will be flagged for fraud review. Akwaaba. Reply to confirm.,MTN Ghana SYSTEM NOTICE: <AMOUNT> was erroneously credited to your wallet due to a network glitch. You are required to reverse it to <PHONE> within 30 minutes or your account will be flagged for fraud review. Akwaaba. Reply to confirm.,1,reversal,authority,v2
NCA: Your records require mandatory re-verification. Update your Ghana Card and wallet details at <URL> in the next 48 hours to avoid deactivation.,NCA: Your records require mandatory re-verification. Update your Ghana Card and wallet details at <URL> in the next 48 hours to avoid deactivation.,1,alert,authority,v2
Attention: AirtelTigo Money SYSTEM NOTICE: <AMOUNT> was erroneously credited to your wallet due to a network glitch. You are required to reverse it to <PHONE> within 30 minutes or your account will be flagged for fraud review.,Attention: AirtelTigo Money SYSTEM NOTICE: <AMOUNT> was erroneously credited to your wallet due to a network glitch. You are required to reverse it to <PHONE> within 30 minutes or your account will be flagged for fraud review.,1,reversal,authority,v2
"4033014082638439 Confirmed. You have received GHS263.48 from <ACCOUNT> - <NAME> on 2026-07-28 at 15:40:32. Your Telecel Cash balance is GHS1,920.63. Reference: thanks.
Sending money from Telecel Cash to Telecel Cash remains FREE on the Telecel Play App. Download the App <URL> and continue to enjoy the convenience.","4033014082638439 Confirmed. You have received GHS263.48 from <ACCOUNT> - <NAME> on 2026-07-28 at 15:40:32. Your Telecel Cash balance is GHS1,920.63. Reference: thanks. Sending money from Telecel Cash to Telecel Cash remains FREE on the Telecel Play App. Download the App <URL> and continue to enjoy the convenience.",0,legitimate,none,v2
"5265190960927652 Confirmed. GHS85.00 sent to <ACCOUNT> - <NAME> on 2026-07-22 at 22:00:44. Your Telecel Cash balance is GHS324.17. You were charged GHS0.00. Your E-levy charge is GHS0.00. Do more with Telecel Cash! Reference: o.
Sending money from Telecel Cash to Telecel Cash remains FREE on the Telecel Play App. Download the App <URL> and continue to enjoy the convenience. 
Sendi k3k3!",5265190960927652 Confirmed. GHS85.00 sent to <ACCOUNT> - <NAME> on 2026-07-22 at 22:00:44. Your Telecel Cash balance is GHS324.17. You were charged GHS0.00. Your E-levy charge is GHS0.00. Do more with Telecel Cash! Reference: o. Sending money from Telecel Cash to Telecel Cash remains FREE on the Telecel Play App. Download the App <URL> and continue to enjoy the convenience. Sendi k3k3!,0,legitimate,none,v2
Failed. Your Transfer of GHS3.00 to <ACCOUNT> - <NAME> on 2026-03-23 at 15:15:04 was unsuccessful. Your Telecel Cash balance is GHS32.00. Please try again.,Failed. Your Transfer of GHS3.00 to <ACCOUNT> - <NAME> on 2026-03-23 at 15:15:04 was unsuccessful. Your Telecel Cash balance is GHS32.00. Please try again.,0,legitimate,none,v2
Transaction ID: 9635353815791069 confirmed from 555. You have received airtime of GHS50.00 from <ACCOUNT> - <NAME> on 2026-04-02 at 17:05:20.,Transaction ID: 9635353815791069 confirmed from 555. You have received airtime of GHS50.00 from <ACCOUNT> - <NAME> on 2026-04-02 at 17:05:20.,0,legitimate,none,v2
"Dear customer, Congratulations <NAME>! Your line has won <AMOUNT> in the AirtelTigo Money anniversary draw. To claim, verify your number at <URL>.","Dear customer, Congratulations <NAME>! Your line has won <AMOUNT> in the AirtelTigo Money anniversary draw. To claim, verify your number at <URL>.",1,promo,greed,v2
"Telecel Ghana: We detected an unauthorized login on your account. If this wasn't you, secure it immediately at <URL> or your wallet will be frozen in 2 hours.","Telecel Ghana: We detected an unauthorized login on your account. If this wasn't you, secure it immediately at <URL> or your wallet will be frozen in 2 hours.",1,alert,fear,v2
"5788081213513514 Confirmed. You have received GHS240.28 from MTN MOBILE MONEY with transaction reference: Transfer From: <ACCOUNT>-<NAME>  on 2026-03-09 at 07:27:57. Your Telecel Cash balance is GHS8.00.
Ref: 1.
Stay alert. Never share your PIN or OTP with anyone or click unknown links. Protect your personal information.",5788081213513514 Confirmed. You have received GHS240.28 from MTN MOBILE MONEY with transaction reference: Transfer From: <ACCOUNT>-<NAME> on 2026-03-09 at 07:27:57. Your Telecel Cash balance is GHS8.00. Ref: 1. Stay alert. Never share your PIN or OTP with anyone or click unknown links. Protect your personal information.,0,legitimate,none,v2
Direct Debit Receipt no: 8264232083549516 confirmed at 4:11 AM. Your account was debited with GHS356.78 to pay 705016 - Inv.Debit. Your account balance is GHS8.00.,Direct Debit Receipt no: 8264232083549516 confirmed at 4:11 AM. Your account was debited with GHS356.78 to pay 705016 - Inv.Debit. Your account balance is GHS8.00.,0,legitimate,none,v2
"Good day. Earlier I called about a wrong transfer of <AMOUNT> to your line and you agreed to return it. As promised, kindly send it to <PHONE> now so I can close the complaint. Thank you. Do fast.","Good day. Earlier I called about a wrong transfer of <AMOUNT> to your line and you agreed to return it. As promised, kindly send it to <PHONE> now so I can close the complaint. Thank you. Do fast.",1,reversal,commitment,v2
"4993045124129263 confirmed. Your bundle purchase request of 50 mins to call all networks @ GHs5 - 3 days to <PHONE> on 2026-06-08 has been received at 08:11:38. 
GHS5.00 has been debited from your account. Your Telecel Cash balance is GHS20.00.",4993045124129263 confirmed. Your bundle purchase request of 50 mins to call all networks @ GHs5 - 3 days to <PHONE> on 2026-06-08 has been received at 08:11:38. GHS5.00 has been debited from your account. Your Telecel Cash balance is GHS20.00.,0,legitimate,none,v2
"6707063073602223 confirmed. Your bundle purchase request of 150 mins to call all networks @ GHs3 - 3 days to <PHONE> on 2026-03-15 has been received at 04:14:56. 
GHS3.00 has been debited from your account. Your Telecel Cash balance is GHS367.64.",6707063073602223 confirmed. Your bundle purchase request of 150 mins to call all networks @ GHs3 - 3 days to <PHONE> on 2026-03-15 has been received at 04:14:56. GHS3.00 has been debited from your account. Your Telecel Cash balance is GHS367.64.,0,legitimate,none,v2
4189527743287186 Confirmed. You bought GHS311.07 of airtime for <PHONE> on 2026-05-23 at 14:58:55. Your Telecel Cash balance is GHS15.00.,4189527743287186 Confirmed. You bought GHS311.07 of airtime for <PHONE> on 2026-05-23 at 14:58:55. Your Telecel Cash balance is GHS15.00.,0,legitimate,none,v2
"Broni, Good day. Earlier I called about a wrong transfer of <AMOUNT> to your line and you agreed to return it. As promised, I beg send it to <PHONE> now so I can close the complaint. Thank you. Abi!","Broni, Good day. Earlier I called about a wrong transfer of <AMOUNT> to your line and you agreed to return it. As promised, I beg send it to <PHONE> now so I can close the complaint. Thank you. Abi!",1,reversal,commitment,v2
"2027294780030299 Confirmed. You have received GHS8.00 from <ACCOUNT> - <NAME> on 2026-02-28 at 15:41:06. Your Telecel Cash balance is GHS15.00. Reference: o.
Sending money from Telecel Cash to Telecel Cash remains FREE on the Telecel Play App. Download the App <URL> and continue to enjoy the convenience.",2027294780030299 Confirmed. You have received GHS8.00 from <ACCOUNT> - <NAME> on 2026-02-28 at 15:41:06. Your Telecel Cash balance is GHS15.00. Reference: o. Sending money from Telecel Cash to Telecel Cash remains FREE on the Telecel Play App. Download the App <URL> and continue to enjoy the convenience.,0,legitimate,none,v2
"Notice: Boss, OFFICIAL TELECEL CASH RESULT: Your number placed 1st and won <AMOUNT>. A one-time activation fee of <AMOUNT> is required to release the funds. Pay via <URL>. Keep this confidential. This is urgent.","Notice: Boss, OFFICIAL TELECEL CASH RESULT: Your number placed 1st and won <AMOUNT>. A one-time activation fee of <AMOUNT> is required to release the funds. Pay via <URL>. Keep this confidential. This is urgent.",1,promo,greed,v2
"2703966753722835 confirmed. Your bundle purchase request of 203 mins to call all networks @ GHs5 - 1 days to <PHONE> on 2026-02-20 has been received at 23:39:04. 
GHS5.00 has been debited from your account. Your Telecel Cash balance is GHS2,246.97.","2703966753722835 confirmed. Your bundle purchase request of 203 mins to call all networks @ GHs5 - 1 days to <PHONE> on 2026-02-20 has been received at 23:39:04. GHS5.00 has been debited from your account. Your Telecel Cash balance is GHS2,246.97.",0,legitimate,none,v2
"5719351642177376 Confirmed. You have received GHS297.62 from MTN MOBILE MONEY with transaction reference: Transfer From: <ACCOUNT>-<NAME>  on 2026-01-10 at 19:06:31. Your Telecel Cash balance is GHS110.65.
Ref: fees.
Stay alert. Never share your PIN or OTP with anyone or click unknown links. Protect your personal information.",5719351642177376 Confirmed. You have received GHS297.62 from MTN MOBILE MONEY with transaction reference: Transfer From: <ACCOUNT>-<NAME> on 2026-01-10 at 19:06:31. Your Telecel Cash balance is GHS110.65. Ref: fees. Stay alert. Never share your PIN or OTP with anyone or click unknown links. Protect your personal information.,0,legitimate,none,v2
IMPORTANT: MINISTRY OF FINANCE: YOUR RECORDS REQUIRE MANDATORY RE-VERIFICATION. UPDATE YOUR GHANA CARD AND ACCOUNT DETAILS AT <URL> WITHIN 48 HOURS TO AVOID DEACTIVATION.,IMPORTANT: MINISTRY OF FINANCE: YOUR RECORDS REQUIRE MANDATORY RE-VERIFICATION. UPDATE YOUR GHANA CARD AND ACCOUNT DETAILS AT <URL> WITHIN 48 HOURS TO AVOID DEACTIVATION.,1,alert,authority,v2
Direct Debit Receipt no: 8774097578817279 confirmed at 9:00 PM. Your account was debited with GHS2.00 to pay 983422 - Inv.Debit. Your account balance is GHS148.33.,Direct Debit Receipt no: 8774097578817279 confirmed at 9:00 PM. Your account was debited with GHS2.00 to pay 983422 - Inv.Debit. Your account balance is GHS148.33.,0,legitimate,none,v2
"Good day. Earlier I called about a wrong transfer of <AMOUNT> to your line and you agreed to return it. As promised, kindly send it to <PHONE> now so I can close the complaint. Thank you. Do fast. This is urgent.","Good day. Earlier I called about a wrong transfer of <AMOUNT> to your line and you agreed to return it. As promised, kindly send it to <PHONE> now so I can close the complaint. Thank you. Do fast. This is urgent.",1,reversal,commitment,v2
AirtelTigo Money SYSTEM NOTICE: <AMOUNT> was erroneously credited to your wallet due to a network glitch. You are required to reverse it to <PHONE> within 30 minutes or your wallet will be flagged for fraud review. Reply to confirm.,AirtelTigo Money SYSTEM NOTICE: <AMOUNT> was erroneously credited to your wallet due to a network glitch. You are required to reverse it to <PHONE> within 30 minutes or your wallet will be flagged for fraud review. Reply to confirm.,1,reversal,authority,v2
Failed. Your Transfer of GHS5.00 to <ACCOUNT> - <NAME> on 2026-01-20 at 12:15:48 was unsuccessful. Your Telecel Cash balance is GHS328.28. Please try again.,Failed. Your Transfer of GHS5.00 to <ACCOUNT> - <NAME> on 2026-01-20 at 12:15:48 was unsuccessful. Your Telecel Cash balance is GHS328.28. Please try again.,0,legitimate,none,v2
"Important: Access Bank ALERT: A withdrawal of <AMOUNT> is being processed from your account. If you did not authorize this, cancel now by confirming your PIN at <URL>. Link expires in 15 min. Ei!","Important: Access Bank ALERT: A withdrawal of <AMOUNT> is being processed from your account. If you did not authorize this, cancel now by confirming your PIN at <URL>. Link expires in 15 min. Ei!",1,alert,fear,v2
"MTN Ghana ALERT: A withdrawal of <AMOUNT> is being processed from your account. If you did not authorize this, cancel now by confirming your PIN at <URL>. Link expires in 15 min. This is urgent.","MTN Ghana ALERT: A withdrawal of <AMOUNT> is being processed from your account. If you did not authorize this, cancel now by confirming your PIN at <URL>. Link expires in 15 min. This is urgent.",1,alert,fear,v2
"8007349807614138 Confirmed. You have received GHS32.00 from <ACCOUNT>-<NAME>  on 2026-07-04 at 18:52:09. Your Telecel Cash balance is GHS32.00.
Ref: GIPS Transfer",8007349807614138 Confirmed. You have received GHS32.00 from <ACCOUNT>-<NAME> on 2026-07-04 at 18:52:09. Your Telecel Cash balance is GHS32.00. Ref: GIPS Transfer,0,legitimate,none,v2
"8928003530287442 confirmed. Your bundle purchase request of 102 mins to call all networks @ GHs5 - 7 days to <PHONE> on 2026-06-23 has been received at 15:49:15. 
GHS5.00 has been debited from your account. Your Telecel Cash balance is GHS320.44.",8928003530287442 confirmed. Your bundle purchase request of 102 mins to call all networks @ GHs5 - 7 days to <PHONE> on 2026-06-23 has been received at 15:49:15. GHS5.00 has been debited from your account. Your Telecel Cash balance is GHS320.44.,0,legitimate,none,v2
"Boss, ADB: Your security token/PIN has expired. Renew it at <URL> today to continue transacting. Failure to renew will lock your account.","Boss, ADB: Your security token/PIN has expired. Renew it at <URL> today to continue transacting. Failure to renew will lock your account.",1,alert,urgency,v2
OFFICIAL MTN RESULT: Your number placed 1st and won <AMOUNT>. A one-time activation fee of <AMOUNT> is required to release the funds. Pay via <URL>. Keep this confidential. This is urgent.,OFFICIAL MTN RESULT: Your number placed 1st and won <AMOUNT>. A one-time activation fee of <AMOUNT> is required to release the funds. Pay via <URL>. Keep this confidential. This is urgent.,1,promo,greed,v2
Direct Debit Receipt no: 7193651851471613 confirmed at 10:53 PM. Your account was debited with GHS305.80 to pay 746196 - Inv.Debit. Your account balance is GHS234.74.,Direct Debit Receipt no: 7193651851471613 confirmed at 10:53 PM. Your account was debited with GHS305.80 to pay 746196 - Inv.Debit. Your account balance is GHS234.74.,0,legitimate,none,v2
Consolidated Bank: Your security token/PIN has expired. Renew it at <URL> today to continue transacting. Failure to renew will lock your account. Abi! Reply to confirm.,Consolidated Bank: Your security token/PIN has expired. Renew it at <URL> today to continue transacting. Failure to renew will lock your account. Abi! Reply to confirm.,1,alert,urgency,v2
"Please <NAME>, I mistakenly sent <AMOUNT> to your number. my shop was locked by landlord and I need it to reopen. I beg refund it to <PHONE>. Act now.","Please <NAME>, I mistakenly sent <AMOUNT> to your number. my shop was locked by landlord and I need it to reopen. I beg refund it to <PHONE>. Act now.",1,reversal,sympathy,v2
"3433094847749304 Confirmed. You have received GHS688.34 from MTN MOBILE MONEY with transaction reference: Transfer From: <ACCOUNT>-<NAME>  on 2026-03-15 at 11:43:13. Your Telecel Cash balance is GHS140.82.
Ref: food.
Stay alert. Never share your PIN or OTP with anyone or click unknown links. Protect your personal information.",3433094847749304 Confirmed. You have received GHS688.34 from MTN MOBILE MONEY with transaction reference: Transfer From: <ACCOUNT>-<NAME> on 2026-03-15 at 11:43:13. Your Telecel Cash balance is GHS140.82. Ref: food. Stay alert. Never share your PIN or OTP with anyone or click unknown links. Protect your personal information.,0,legitimate,none,v2
"Boss, Hi, I think you just received <AMOUNT> from me by mistake — wrong number. I trust you'll do the right thing and send it back to <PHONE>. God bless you for your honesty.","Boss, Hi, I think you just received <AMOUNT> from me by mistake — wrong number. I trust you'll do the right thing and send it back to <PHONE>. God bless you for your honesty.",1,reversal,reciprocity,v2
9825418519976985 Confirmed. You have withdrawn GHS85.00 from <ACCOUNT> - <NAME> on 2026-07-23 at 09:05:22. Your Telecel Cash balance is GHS32.00.,9825418519976985 Confirmed. You have withdrawn GHS85.00 from <ACCOUNT> - <NAME> on 2026-07-23 at 09:05:22. Your Telecel Cash balance is GHS32.00.,0,legitimate,none,v2
"2790087136115886 Confirmed. You bought GHS3,414.75 of airtime for <PHONE> on 2026-07-12 at 18:12:32. Your Telecel Cash balance is GHS342.10.","2790087136115886 Confirmed. You bought GHS3,414.75 of airtime for <PHONE> on 2026-07-12 at 18:12:32. Your Telecel Cash balance is GHS342.10.",0,legitimate,none,v2
"TELECEL CASH: OVER 4,000 SUBSCRIBERS HAVE ALREADY COLLECTED THEIR REWARD THIS WEEK. YOU ARE NEXT — YOUR <AMOUNT> BONUS IS WAITING. DIAL *110# THEN FOLLOW STEPS. MEDAASE! REPLY TO CONFIRM.","TELECEL CASH: OVER 4,000 SUBSCRIBERS HAVE ALREADY COLLECTED THEIR REWARD THIS WEEK. YOU ARE NEXT — YOUR <AMOUNT> BONUS IS WAITING. DIAL *110# THEN FOLLOW STEPS. MEDAASE! REPLY TO CONFIRM.",1,promo,social_proof,v2
"8461090832247205 Confirmed. You have received GHS152.59 from <ACCOUNT> - <NAME> on 2026-02-19 at 19:38:29. Your Telecel Cash balance is GHS30.00. Reference: data.
Sending money from Telecel Cash to Telecel Cash remains FREE on the Telecel Play App. Download the App <URL> and continue to enjoy the convenience.",8461090832247205 Confirmed. You have received GHS152.59 from <ACCOUNT> - <NAME> on 2026-02-19 at 19:38:29. Your Telecel Cash balance is GHS30.00. Reference: data. Sending money from Telecel Cash to Telecel Cash remains FREE on the Telecel Play App. Download the App <URL> and continue to enjoy the convenience.,0,legitimate,none,v2
"PLEASE NOTE: MASSA, MINISTRY OF FINANCE: YOUR RECORDS REQUIRE MANDATORY RE-VERIFICATION. UPDATE YOUR GHANA CARD AND NUMBER DETAILS AT <URL> IN THE NEXT 48 HOURS TO AVOID DEACTIVATION.","PLEASE NOTE: MASSA, MINISTRY OF FINANCE: YOUR RECORDS REQUIRE MANDATORY RE-VERIFICATION. UPDATE YOUR GHANA CARD AND NUMBER DETAILS AT <URL> IN THE NEXT 48 HOURS TO AVOID DEACTIVATION.",1,alert,authority,v2
Republic Bank: Your account has been temporarily suspended due to suspicious activity. Call our verification desk on <PHONE> immediately to restore access. Wai!,Republic Bank: Your account has been temporarily suspended due to suspicious activity. Call our verification desk on <PHONE> immediately to restore access. Wai!,1,alert,authority,v2
"2756370701052029 Confirmed. You have received GHS3.00 from MTN MOBILE MONEY with transaction reference: Transfer From: <ACCOUNT>-<NAME>  on 2026-06-04 at 15:22:05. Your Telecel Cash balance is GHS28.50.
Ref: food.
Stay alert. Never share your PIN or OTP with anyone or click unknown links. Protect your personal information.",2756370701052029 Confirmed. You have received GHS3.00 from MTN MOBILE MONEY with transaction reference: Transfer From: <ACCOUNT>-<NAME> on 2026-06-04 at 15:22:05. Your Telecel Cash balance is GHS28.50. Ref: food. Stay alert. Never share your PIN or OTP with anyone or click unknown links. Protect your personal information.,0,legitimate,none,v2
7867930454041652 Confirmed. You bought GHS735.33 of airtime for <PHONE> on 2026-01-22 at 19:41:01. Your Telecel Cash balance is GHS10.00.,7867930454041652 Confirmed. You bought GHS735.33 of airtime for <PHONE> on 2026-01-22 at 19:41:01. Your Telecel Cash balance is GHS10.00.,0,legitimate,none,v2
1359694891576418 Confirmed. You bought GHS28.50 of airtime for <PHONE> on 2026-05-12 at 21:06:26. Your Telecel Cash balance is GHS342.18.,1359694891576418 Confirmed. You bought GHS28.50 of airtime for <PHONE> on 2026-05-12 at 21:06:26. Your Telecel Cash balance is GHS342.18.,0,legitimate,none,v2
"Sister, Fidelity: Your number has been temporarily deactivated due to suspicious activity. Call our verification desk on <PHONE> at once to restore access.","Sister, Fidelity: Your number has been temporarily deactivated due to suspicious activity. Call our verification desk on <PHONE> at once to restore access.",1,alert,authority,v2
Failed. Your Transfer of GHS28.50 to <ACCOUNT> - <NAME> on 2026-04-14 at 17:00:31 was unsuccessful. Your Telecel Cash balance is GHS260.32. Please try again.,Failed. Your Transfer of GHS28.50 to <ACCOUNT> - <NAME> on 2026-04-14 at 17:00:31 was unsuccessful. Your Telecel Cash balance is GHS260.32. Please try again.,0,legitimate,none,v2
Failed. Your Transfer of GHS10.00 to <ACCOUNT> - <NAME> on 2026-01-10 at 23:09:37 was unsuccessful. Your Telecel Cash balance is GHS365.05. Please try again.,Failed. Your Transfer of GHS10.00 to <ACCOUNT> - <NAME> on 2026-01-10 at 23:09:37 was unsuccessful. Your Telecel Cash balance is GHS365.05. Please try again.,0,legitimate,none,v2
"Congratulations <NAME>! Your line has won <AMOUNT> in the Telecel Cash anniversary draw. To claim, verify your number at <URL>.","Congratulations <NAME>! Your line has won <AMOUNT> in the Telecel Cash anniversary draw. To claim, verify your number at <URL>.",1,promo,greed,v2
"Please note: Congratulations <NAME>! Your line has won <AMOUNT> in the Telecel Cash loyalty bonanza. To claim, verify your number at <URL>.","Please note: Congratulations <NAME>! Your line has won <AMOUNT> in the Telecel Cash loyalty bonanza. To claim, verify your number at <URL>.",1,promo,greed,v2
"Failed. Your Transfer of GHS207.19 to <ACCOUNT> - <NAME> on 2026-04-21 at 17:16:25 was unsuccessful. Your Telecel Cash balance is GHS1,137.27. Please try again.","Failed. Your Transfer of GHS207.19 to <ACCOUNT> - <NAME> on 2026-04-21 at 17:16:25 was unsuccessful. Your Telecel Cash balance is GHS1,137.27. Please try again.",0,legitimate,none,v2
"9170887297954945 Confirmed. You have received GHS28.50 from <ACCOUNT> - <NAME> on 2026-03-14 at 23:39:38. Your Telecel Cash balance is GHS15.00. Reference: jersey.
Sending money from Telecel Cash to Telecel Cash remains FREE on the Telecel Play App. Download the App <URL> and continue to enjoy the convenience.",9170887297954945 Confirmed. You have received GHS28.50 from <ACCOUNT> - <NAME> on 2026-03-14 at 23:39:38. Your Telecel Cash balance is GHS15.00. Reference: jersey. Sending money from Telecel Cash to Telecel Cash remains FREE on the Telecel Play App. Download the App <URL> and continue to enjoy the convenience.,0,legitimate,none,v2
